lattice_size,L,repeat,seed,T,burn_in_cycles,production_cycles,production_steps_recorded,acceptance_rate,E_per_spin,E2_per_spin2,M_per_spin,M2_per_spin2,abs_M_per_spin,C_per_spin,chi_per_spin
16x16,16,0,1606000,0.25,100,300,76800,0.0,-2.0,4.0,1.0,1.0,1.0,0.0,0.0
16x16,16,0,1606001,0.5,100,300,76800,0.0,-2.0,4.0,1.0,1.0,1.0,0.0,0.0
16x16,16,0,1606002,0.75,100,300,76800,3.90625e-05,-1.9998868815104167,3.9995510609944662,0.9999717203776042,0.9999436616897583,0.9999717203776042,0.0016029727887346074,7.513934948140862e-05
16x16,16,0,1606003,1.0,100,300,76800,0.001015625,-1.9958449300130208,3.983538319269816,0.9989417521158854,0.99789408604304,0.9989417521158854,0.036181660450893105,0.0024222522073387154
16x16,16,0,1606004,1.25,100,300,76800,0.00416015625,-1.9836895751953125,3.935648043950399,0.9955708821614583,0.9912134997049967,0.9955708821614583,0.10218917262776812,0.01067382727731001
16x16,16,0,1606005,1.5,100,300,76800,0.01265625,-1.955504150390625,3.8256949869791668,0.9877530924479166,0.9758065684636434,0.9877530924479166,0.19325209989195477,0.02566772449635361
16x16,16,0,1606006,1.75,100,300,76800,0.033701171875,-1.8819547526041667,3.5465046819051107,0.9647039794921874,0.9312578852971395,0.9647039794921874,0.3971440686561195,0.08837372329350858
16x16,16,0,1606007,1.8,100,300,76800,0.042626953125,-1.854359130859375,3.443567555745443,0.9565458170572917,0.9155586226781209,0.9565458170572917,0.38872253186418165,0.082307206872056
16x16,16,0,1606008,1.9,100,300,76800,0.056513671875,-1.8177528889973957,3.3127918338775633,0.9421919759114583,0.8889679288864136,0.9421919759114583,0.6074694502247344,0.1673713737398723
16x16,16,0,1606009,2.0,100,300,76800,0.081962890625,-1.7477286783854167,3.0652571233113606,0.9146345011393229,0.8386448438962301,0.9146345011393229,0.6849017638736257,0.26733737239706556
16x16,16,0,1606010,2.1,100,300,76800,0.102998046875,-1.674266560872396,2.8152557468414305,0.8847603352864584,0.7857784605026246,0.8847603352864584,0.7016623302501857,0.362984790115761
16x16,16,0,1606011,2.2,100,300,76800,0.147138671875,-1.5575227864583334,2.4433139610290526,0.8084562174479166,0.6650720818837483,0.8084562174479166,0.9222733589221279,1.334763793868257
16x16,16,0,1606012,2.3,100,300,76800,0.250498046875,-1.2582912190755209,1.6139309724171957,0.4190229288736979,0.27167317787806194,0.4190229288736979,1.4824858574946376,10.695564572512819
16x16,16,0,1606013,2.4,100,300,76800,0.2697265625,-1.171303507486979,1.399702304204305,-0.06855784098307292,0.16435078223546346,0.06855784098307292,1.2333510023557932,17.02939783202167
16x16,16,0,1606014,2.5,100,300,76800,0.28328125,-1.1956599934895833,1.461913833618164,0.36268890380859375,0.3169562856356303,0.36268890380859375,1.3234591165093388,18.98629577623049
16x16,16,0,1606015,2.6,100,300,76800,0.341337890625,-1.0523166910807291,1.1292633597056072,-0.2522625732421875,0.16075793902079263,0.2522625732421875,0.8290818036833134,9.562735572876074
16x16,16,0,1606016,2.7,100,300,76800,0.3921484375,-0.9201566569010416,0.860037899017334,-0.09533111572265625,0.04540247996648153,0.09533111572265625,0.4687934429597206,3.4431486427548497
16x16,16,0,1606017,2.8,100,300,76800,0.410517578125,-0.9018017578125,0.8272284698486329,-0.07365987141927083,0.06583856423695882,0.07365987141927083,0.45655704342588793,5.523454864407342
16x16,16,0,1606018,3.0,100,300,76800,0.462705078125,-0.7992523193359375,0.6505526447296143,-0.02930999755859375,0.04125482479731242,0.02930999755859375,0.33417599333656905,3.4471039010498257
