2.500000000000000000e-01 -2.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e-01 -2.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
7.500000000000000000e-01 -1.999785156249999973e+00 3.999167480468750480e+00 9.999462890625000488e-01 9.998942565917968706e-01 3.035855713834381426e-03
1.000000000000000000e+00 -1.997018461681547619e+00 3.988486371721540191e+00 9.992296781994048915e-01 9.984884280250185817e-01 2.574947914590571332e-02
1.250000000000000000e+00 -1.984582170758928621e+00 3.940644051688058536e+00 9.959129696800594900e-01 9.920083581833610831e-01 8.495850102305968488e-02
1.500000000000000000e+00 -1.953658389136904816e+00 3.823268025716146212e+00 9.872322591145833437e-01 9.752099863688150627e-01 1.841724163905951173e-01
1.750000000000000000e+00 -1.883819289434523592e+00 3.566463012695312074e+00 9.659225027901784388e-01 9.349958764939082512e-01 3.689000757876474412e-01
1.800000000000000044e+00 -1.862082170758928790e+00 3.488691130138578789e+00 9.582776460193452861e-01 9.210288674490793026e-01 4.214513748859660125e-01
1.899999999999999911e+00 -1.810356445312500062e+00 3.308764256068637888e+00 6.257066127232143726e-01 8.875102887834821486e-01 5.528956610070957511e-01
2.000000000000000000e+00 -1.749261300223214244e+00 3.103413536435082332e+00 9.145868210565476497e-01 8.456224205380394876e-01 6.908607012534595526e-01
2.100000000000000089e+00 -1.677422107514881189e+00 2.870955389113653666e+00 7.551206752232143549e-01 7.921220979236420767e-01 8.241330038436652794e-01
2.200000000000000178e+00 -1.603121977306547485e+00 2.633735511416480879e+00 3.648633975074404567e-01 7.421537308465867566e-01 8.368530125585035284e-01
2.299999999999999822e+00 -1.459625418526785623e+00 2.224881170363653737e+00 5.559072730654761596e-01 6.214955865769159482e-01 1.109256998843122899e+00
2.399999999999999911e+00 -1.325920758928571308e+00 1.867028982979910490e+00 2.357354445684523292e-01 5.074149576822916119e-01 1.167268249997567287e+00
2.500000000000000000e+00 -1.232867606026785801e+00 1.626821071079798786e+00 1.038924153645833237e-01 4.419446927025205141e-01 1.088179611623750542e+00
2.600000000000000089e+00 -1.139000651041666812e+00 1.398814028785342112e+00 1.682745070684524280e-02 3.716712479364304156e-01 9.227577126185932954e-01
2.700000000000000178e+00 -1.046378348214285658e+00 1.188183622814360296e+00 4.300490606398809507e-02 3.018273090180896845e-01 8.015713473723383720e-01
2.799999999999999822e+00 -9.724046688988093878e-01 1.032953026181175460e+00 8.026564825148810312e-02 2.545682017008463749e-01 7.055197498650410681e-01
3.000000000000000000e+00 -8.527548363095238670e-01 7.961183965773809268e-01 3.988188244047619069e-02 1.794688924153645671e-01 4.832708534661689925e-01
3.250000000000000000e+00 -7.374525669642856274e-01 5.996213495163691398e-01 2.431140718005951953e-02 1.208750951857793937e-01 3.371894417095611107e-01
3.500000000000000000e+00 -6.701774088541666563e-01 5.000368100120907711e-01 8.462379092261907224e-03 1.013275800432477669e-01 2.648284284844558134e-01
4.000000000000000000e+00 -5.573960658482143282e-01 3.535907127743675993e-01 1.346284412202380931e-02 6.828152611142114525e-02 1.712276305283007838e-01
4.500000000000000000e+00 -4.816257440476190421e-01 2.718874976748511529e-01 -2.443150111607143501e-03 5.292494637625558274e-02 1.258141769530922160e-01
5.000000000000000000e+00 -4.311848958333333037e-01 2.242413039434524025e-01 -5.312965029761906486e-04 4.485789707728794068e-02 9.785932079247715298e-02
