2.500000000000000000e-01 -2.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e-01 -2.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
7.500000000000000000e-01 -2.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 -1.994097222222222188e+00 3.979340277777777768e+00 9.985243055555556024e-01 9.972330729166666297e-01 4.658298611110941317e-02
1.250000000000000000e+00 -1.984444444444444455e+00 3.945642361111110663e+00 9.960937500000000000e-01 9.926866319444443976e-01 7.793177777777753057e-02
1.500000000000000000e+00 -1.937326388888888751e+00 3.791987847222221930e+00 9.815711805555554781e-01 9.679741753472222987e-01 2.741213863168712739e-01
1.750000000000000000e+00 -1.882916666666666572e+00 3.612760416666666696e+00 5.639930555555555669e-01 9.401019965277778168e-01 3.484823979591838428e-01
1.800000000000000044e+00 -1.863697916666666510e+00 3.557417534722221664e+00 5.133767361111111205e-01 9.295496961805556069e-01 4.132189098579667763e-01
1.899999999999999911e+00 -1.779947916666666741e+00 3.308815104166666909e+00 5.459374999999999645e-01 8.830533854166665586e-01 6.216086560287780172e-01
2.000000000000000000e+00 -1.730624999999999858e+00 3.143585069444444713e+00 3.063107638888888928e-01 8.559950086805555580e-01 5.851636646412033960e-01
2.100000000000000089e+00 -1.701302083333333215e+00 3.068459201388888946e+00 1.803732638888888851e-01 8.410796440972222454e-01 6.295587121808597919e-01
2.200000000000000178e+00 -1.564340277777777954e+00 2.711467013888888999e+00 -5.811111111111110228e-01 7.567686631944443576e-01 8.645331511134072278e-01
2.299999999999999822e+00 -1.504618055555555500e+00 2.517317708333333126e+00 -4.621614583333333304e-01 7.257823350694444509e-01 7.641687123678494453e-01
2.399999999999999911e+00 -1.492586805555555785e+00 2.512157118055555305e+00 -8.230902777777780732e-02 7.181401909722223698e-01 7.799843393333651953e-01
2.500000000000000000e+00 -1.465434027777777759e+00 2.416401909722222019e+00 2.229166666666666519e-01 7.075976562499999289e-01 6.758251087962956483e-01
2.600000000000000089e+00 -1.242083333333333206e+00 1.881614583333333313e+00 -1.428211805555555658e-01 5.768891059027777546e-01 7.904905626780630579e-01
2.700000000000000178e+00 -1.230069444444444438e+00 1.857812499999999867e+00 2.874999999999999431e-02 5.703515625000000755e-01 7.529481500533455884e-01
2.799999999999999822e+00 -1.180625000000000036e+00 1.773055555555555607e+00 -1.060937500000000006e-01 5.435177951388888706e-01 7.631484913844013285e-01
3.000000000000000000e+00 -9.500173611111111249e-01 1.225073784722222170e+00 8.784722222222226748e-03 4.113541666666666874e-01 5.698253906250001499e-01
3.250000000000000000e+00 -8.317881944444445175e-01 9.925130208333333703e-01 5.498263888888887951e-02 3.555620659722222299e-01 4.538645778544816989e-01
3.500000000000000000e+00 -7.148611111111110583e-01 7.935763888888889284e-01 -1.092881944444444448e-01 2.920355902777778123e-01 3.648076979402872788e-01
4.000000000000000000e+00 -6.109027777777777946e-01 6.002690972222222143e-01 3.924479166666666741e-02 2.386121961805555414e-01 2.263963993778935480e-01
4.500000000000000000e+00 -5.394791666666667318e-01 5.123350694444444020e-01 -5.449652777777778262e-02 2.148133680555555924e-01 1.747397848079560723e-01
5.000000000000000000e+00 -4.308159722222222321e-01 3.728255208333333126e-01 -1.074652777777777846e-02 1.709244791666666707e-01 1.193586961805555430e-01
