T,n_repeats,burn_in_cycles,production_cycles,E_per_spin_mean,E_per_spin_stderr,E2_per_spin2_mean,E2_per_spin2_stderr,M_per_spin_mean,M_per_spin_stderr,M2_per_spin2_mean,M2_per_spin2_stderr,abs_M_per_spin_mean,abs_M_per_spin_stderr,C_per_spin_mean,C_per_spin_stderr,chi_per_spin_mean,chi_per_spin_stderr,acceptance_rate_mean,acceptance_rate_stderr
2.5,3,100,300,-1.568888888888889,0.02357677241546997,3.151111111111111,0.051002299633460035,-0.02111111111111111,0.060689676904034096,0.82125,0.010525129760790683,0.08083333333333333,0.025279685520195855,0.4406957037037036,0.014722486686839637,1.3015005555555557,0.02293362727423868,0.20958333333333334,0.015040454706483377
2.6,3,100,300,-1.5761111111111112,0.027034500134658735,3.176666666666667,0.053886025124365036,-0.021527777777777774,0.08110219224176221,0.825763888888889,0.011021557509638649,0.11263888888888889,0.02157611061759547,0.4089223098838482,0.018998507254626998,1.249454326923077,0.011426226987201695,0.21437499999999998,0.00668292288847727
2.7,3,100,300,-1.4877777777777776,0.029834936849105657,2.997777777777778,0.05225767118357701,-0.039166666666666655,0.10187393489559099,0.7884722222222221,0.011742273201483222,0.1486111111111111,0.010133179518813124,0.42936341004928114,0.020276965464341944,1.1350838477366254,0.02177001712782996,0.2629166666666667,0.02442125241351157
2.8,3,100,300,-1.462777777777778,0.022655498337892994,2.9299999999999997,0.04717971943458248,0.07680555555555556,0.05738582330200886,0.775763888888889,0.010347921303751862,0.10041666666666665,0.03465437816389043,0.40268093348450495,0.009840800287545701,1.0903979001322752,0.020793847890657503,0.26333333333333336,0.011733439866940608
3.0,3,100,300,-1.4105555555555558,0.020734952896134973,2.856666666666667,0.04841946348777992,-0.017500000000000005,0.1005715725426609,0.7577777777777778,0.00893353587733351,0.13333333333333333,0.03713323733281027,0.38495102880658433,0.005661216361537143,0.9829896604938272,0.018504396262708337,0.29583333333333334,0.003632415786283898
3.25,3,100,300,-1.278888888888889,0.03111111111111112,2.611111111111111,0.06174419550866582,-0.07944444444444444,0.03921564116963638,0.7031944444444443,0.012375732613306151,0.07944444444444444,0.03921564116963638,0.3687076046460662,0.009157243397853645,0.8539166666666667,0.012210510154414593,0.34062499999999996,0.007680128579652818
3.5,3,100,300,-1.2061111111111111,0.04098705004760575,2.4699999999999998,0.08139979069952151,-0.11388888888888889,0.039604770023849094,0.6738888888888889,0.017698254212223718,0.11388888888888889,0.039604770023849094,0.33042811791383214,0.005321264593152392,0.7517498677248677,0.018719802633825333,0.38562499999999994,0.014617519454408135
4.0,3,100,300,-1.126111111111111,0.05841528634708857,2.338888888888889,0.10571333237570048,-0.08305555555555555,0.06210492416015233,0.64375,0.02385939717036733,0.10083333333333333,0.04714290724704729,0.2659844907407407,0.007351721008258206,0.6291377314814816,0.031589006065315325,0.4527083333333333,0.01786936585643462
4.5,3,100,300,-0.9183333333333333,0.034007079872895314,1.9077777777777778,0.05327543153216379,0.02680555555555555,0.06901939363346266,0.5534027777777778,0.012778343888425636,0.09097222222222222,0.031384279405893015,0.20980320073159578,0.0027701304311423015,0.482806121399177,0.013281483516146874,0.5516666666666667,0.012339244079134058
5.0,3,100,300,-0.7011111111111111,0.037097635610659,1.568888888888889,0.07982233358071916,0.04222222222222222,0.022766341980223655,0.47152777777777777,0.01657366994644902,0.04222222222222222,0.022766341980223655,0.17193274074074072,0.004600213130387876,0.3749667592592593,0.01200854382497655,0.6085416666666666,0.0055119818980512115
