source,observable,sizes_used,slope_A,Tc_infinite_fit,exact_Tc,fit_minus_exact
own,C,4 8 16 32,3.168540792135204,2.0792494073123517,2.269185314213022,-0.1899359069006703
own,chi,4 8 16 32,0.6774378493594599,2.4622398155599545,2.269185314213022,0.19305450134693247
reference,C,4 8 16 32,0.6889288122321962,2.275919481479872,2.269185314213022,0.006734167266849944
reference,chi,4 8 16 32,-2.954590338647594,2.4454281488570384,2.269185314213022,0.17624283464401636
