T,n_repeats,burn_in_cycles,production_cycles,E_per_spin_mean,E_per_spin_stderr,E2_per_spin2_mean,E2_per_spin2_stderr,M_per_spin_mean,M_per_spin_stderr,M2_per_spin2_mean,M2_per_spin2_stderr,abs_M_per_spin_mean,abs_M_per_spin_stderr,C_per_spin_mean,C_per_spin_stderr,chi_per_spin_mean,chi_per_spin_stderr,acceptance_rate_mean,acceptance_rate_stderr
2.1,6,300,700,-1.6774221075148812,0.009192905284901248,2.8709553891136537,0.027659171297783655,0.7551206752232144,0.12384871674710447,0.7921220979236421,0.009117590011693487,0.7551206752232144,0.12384871674710447,0.8241330038436653,0.05336692086870018,4.425823712748387,3.908286651126008,0.10324218749999999,0.002572357026264613
2.2,6,300,700,-1.6031219773065475,0.009470250455917859,2.633735511416481,0.026969716318102074,0.36486339750744046,0.3160097295912475,0.7421537308465868,0.00853822444245756,0.7737294224330356,0.08219346164237186,0.8368530125585035,0.071784341114598,3.191787229796288,2.7217651747411944,0.13062500000000002,0.002475837005985723
2.3,6,300,700,-1.4596254185267856,0.023185271805748656,2.2248811703636537,0.06312371097437192,0.5559072730654762,0.15739543615493468,0.621495586576916,0.021409349025549806,0.6125906808035714,0.10736123197106236,1.109256998843123,0.07465931705790768,5.247890746930408,2.5456368315710725,0.18488802083333333,0.0038214427577073586
2.4,6,300,700,-1.3259207589285713,0.027960620602593595,1.8670289829799105,0.07404439525908788,0.23573544456845233,0.05394869077586966,0.5074149576822916,0.028266291350316646,0.23573544456845233,0.05394869077586966,1.1672682499975673,0.03907047164730729,11.661105377980101,0.47925264321095185,0.23188802083333335,0.008923285440785009
2.5,6,300,700,-1.2328676060267858,0.010871953752196087,1.6268210710797988,0.026249528997484423,0.10389241536458332,0.11771428841093659,0.4419446927025205,0.011464675141106944,0.23102039155505957,0.0730841722078042,1.0881796116237505,0.027703767988105595,9.26381543044525,1.1651099469719297,0.27637500000000004,0.003718669029230535
2.6,6,300,700,-1.1390006510416668,0.028373446447912183,1.3988140287853421,0.06800530005688506,0.016827450706845243,0.09883976228814086,0.3716712479364304,0.027569110672338977,0.14760219029017857,0.0739503205736313,0.9227577126185933,0.02738365514322097,7.939485336449432,0.44286097693139725,0.3130338541666667,0.007832548667620419
2.7,6,300,700,-1.0463783482142857,0.019859450727916513,1.1881836228143603,0.045288974179576245,0.043004906063988095,0.04940831601268358,0.3018273090180897,0.01693500662083927,0.09279401506696427,0.03299879140020274,0.8015713473723384,0.02614403047723215,6.821261715353391,0.22019089131487926,0.35501562500000006,0.004957276782565039
2.8,6,300,700,-0.9724046688988094,0.013827629778849654,1.0329530261811755,0.02859271919622516,0.0802656482514881,0.035427966730634954,0.2545682017008464,0.009905983683995246,0.09125964936755952,0.02963091230413465,0.7055197498650411,0.02765447489214606,5.527998246360682,0.23345975228002994,0.3902005208333334,0.004627669233738766
3.0,6,300,700,-0.8527548363095239,0.013911304463767047,0.7961183965773809,0.026469806011615832,0.03988188244047619,0.028095752120992374,0.17946889241536457,0.00983262719938972,0.0642085193452381,0.016820743305272723,0.483270853466169,0.02265646496327187,3.710538057219144,0.2053425747078602,0.447484375,0.004179164200107285
3.25,6,300,700,-0.7374525669642856,0.005208294337120163,0.5996213495163691,0.008408189036545576,0.02431140718005952,0.022715755199055675,0.1208750951857794,0.0044828857747352515,0.051017136346726194,0.010661369418337624,0.3371894417095611,0.009058093640838698,2.3178638374476335,0.09105715731619977,0.5059453125000001,0.0014605085154486197
3.5,6,300,700,-0.6701774088541667,0.006468914653990032,0.5000368100120908,0.00935017731736767,0.008462379092261907,0.025100539427028362,0.10132758004324777,0.0036500338241102974,0.04956635974702381,0.012369100524846544,0.2648284284844558,0.008261890249469179,1.793934313795796,0.05531609258632362,0.5452682291666666,0.002646290817158169
4.0,6,300,700,-0.5573960658482143,0.004322751883361438,0.3535907127743676,0.005089228211732576,0.01346284412202381,0.007415755545355706,0.06828152611142115,0.0022579005334536417,0.016867792038690477,0.0058599132269304246,0.17122763052830078,0.0029478883094907725,1.0852049726083974,0.03363846431528717,0.60740625,0.00124830614400741
4.5,6,300,700,-0.48162574404761904,0.00481141182739971,0.27188749767485115,0.005389998079684671,-0.0024431501116071435,0.011348291844457426,0.05292494637625558,0.001456058407140868,0.022303176153273815,0.005521882919417597,0.12581417695309222,0.0027291179494470046,0.7434675022912405,0.020519252324859252,0.656296875,0.0010796336063490894
5.0,6,300,700,-0.4311848958333333,0.004349537080850748,0.2242413039434524,0.0038976423563948474,-0.0005312965029761906,0.0025402913674164034,0.04485789707728794,0.0008640394471185248,0.004554966517857143,0.0015362263604122017,0.09785932079247715,0.0011702179372436803,0.5737644723220098,0.010934436278747657,0.6920468750000001,0.0011687945624303132
